,PosnLmpSts,I_BATT_Stored,SOFV_StopEnable,I_RANGE,TempSts,ACFrntBlwSpd,LowBeamSts,HoodSts,U_BATT,SOH_LAM_Sts,T_BATT_Stored,DisChargeCurrWU,Blind_charge_Quickmode,EngSts,I_RANGE_Stored,Q_Discharge,TrunkSts,RRDoorSts,SOC_Stored,SOH_SUL_G,U_BATT_Stored,SOH_COR,CurrSts,SOFV_StopEnable_Sts,T_BATT,SOFV_Restart,SystemPowerMod,EngSpd,BattChrgLmpSts,SOX_Mode,AntitheftSts,VehicleSpd,TGSLever,PassDoorSts,QuickMod_Sts,SOH_COR_Sts,SOCWU,VoltSts,SOH_LAM,ChargeCurrWU,RLDoorSts,JumpStart_Quickmode,DrivDoorSts,VehTotDistance,IBATT_Quiescent,HighBeamSts,SOC1,SOC_Sts,Q_Charge,SOFV_Restart_Sts,SOH_SUL_Sts
0,0.0,-32256.0078125,9.0,1.0,0.0,0.0,0.0,0.0,13.625,0.0,215.0,0.0,0.0,2.0,3.0,537.75,0.0,0.0,2.5500000000000003,96.0,18.9990234375,9.0625,0.0,1.0,37.0,10.25,2.0,971.5,0.0,0.0,0.0,3.4875000000000003,5.0,0.0,0.0,2.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,3796.0,0.0078125,0.0,92.0,2.0,565.625,1.0,1.0
